,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
297,10100000,1265,Navi Basti,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,10800000,1260,Sector12 Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
299,11000000,1255,Sector 21 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
300,7200000,1055,Sector 19 Kharghar,2,0,1,1,1,,1,0,0,0,0,0,0,0,0
301,7000000,1060,Sector 5 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
302,12700000,1238,Navi Basti,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303,8500000,1150,Sector12 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
304,8500000,1165,Sector12 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
305,7700000,1080,Sector9 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
306,11000000,1470,Sector12 Kamothe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
307,6000000,610,Sector9 Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
308,9200000,1180,Sector12 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
309,15000000,1735,Sector9 Kamothe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
310,11000000,1230,Sector 17 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
311,4500000,599,Sector 17 Ulwe,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
312,8800000,980,Sector9 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
313,16500000,1654,Sector9 Kamothe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
314,16800000,1665,Sector 17 Ulwe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
315,16299999,1640,Sector 17 Ulwe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
316,15500000,1650,Sector 17 Ulwe,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0
317,4900000,980,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
318,3400000,730,Rutu Enclave,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
319,4800000,1020,taloja panchanand,,0,0,0,1,1,1,0,0,0,0,0,0,0,0
320,6200000,1075,Virar West,,0,1,1,1,1,1,0,0,0,0,0,0,0,0
321,33700000,1600,Chembur,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
322,50100000,2800,Central Avenue,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
323,10700000,715,Chembur,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
324,15000000,1016,Chembur,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
325,18500000,1000,Chembur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
326,17600000,1100,Chembur,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
327,5000000,578,Sector 20 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
328,5000000,650,Sector 22 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
329,4000000,600,Sector 21 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
330,5000000,600,Sector 22 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
331,6250000,625,Sector 18 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
332,4800000,600,Sector 22 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
333,3800000,560,Sector-5 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
334,3600000,580,Sector-6A Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
335,4400000,530,Sector 11 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
336,5000000,650,Sector-18 Ulwe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
337,9000000,1450,Sector 21 Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
338,2600000,380,Sector-12 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
339,2600000,400,Navi Basti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,21000000,620,azad nagar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
341,19600000,1250,Chembur,2,1,0,1,1,1,1,0,1,1,1,0,0,1,0
342,18600000,1067,Sindhi Society Chembur,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1
343,21500000,1200,Chembur,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
344,11000000,780,Kurla,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0
345,13799999,1020,Sahkar Nagar,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0
346,14000000,671,Deonar,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
347,22000000,1650,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
348,14500000,1360,Kharghar,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1
349,25000000,1600,Kandivali East,,0,1,1,1,0,1,1,1,1,1,0,1,1,1
350,11500000,1250,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,1,1,1
351,4000000,750,Taloja,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
352,2500000,450,Taloja,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
353,2300000,410,Taloja,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
354,45000000,1168,Lower Parel,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5700000,516,Thane,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
356,9600000,900,Jankalyan Nagar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
357,2010000,600,Badlapur,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
358,2005000,575,Badlapur,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
359,2548000,675,Ambarnath,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
360,2492000,660,Ambarnath,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
361,2418000,640,Ambarnath,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
362,2400000,690,Ambernath West,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
363,21700000,900,Vakola,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
364,16700000,1150,Jankalyan Nagar,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
365,2900000,350,Jankalyan Nagar,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
366,11500000,950,Jankalyan Nagar,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
367,4000000,620,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
368,6400000,980,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
369,6900000,950,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1
370,7500000,890,Sector 17 Ulwe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
371,5425000,619,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
372,5700000,710,Kamothe,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
373,7100000,887,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
374,7800000,1005,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
375,5900000,950,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
376,6200000,660,Kamothe Sector 16,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
377,5500000,650,Sector 17 Ulwe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
378,5000000,650,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
379,4050000,638,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
380,5050000,675,Kamothe,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
381,7400000,890,Sector 17 Ulwe,,0,1,1,1,1,1,0,1,0,0,0,0,0,0
382,6800000,1006,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
383,3000000,420,Kamothe,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
384,5200000,850,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
385,6700000,1005,Kamothe,2,0,1,1,1,,1,0,1,0,0,0,0,0,0
386,6900000,900,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
387,7950000,940,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
388,5460000,620,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
389,4950000,650,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
390,7000000,1000,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
391,8575000,1100,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
392,4800000,600,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
393,2700000,350,Sector 17 Ulwe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
394,7900000,940,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
395,36000000,900,Almeida Park,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0
396,35000000,700,Khar,2,0,0,1,1,0,1,1,0,1,1,0,0,0,0
397,30000000,850,Bandra West,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0
398,35000000,800,Pali Hill,2,0,0,0,0,0,1,1,0,1,0,0,1,0,1
399,35000000,800,15th Road,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
400,2100000,770,Palghar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,14500000,989,Chembur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
402,14900000,1550,Kharghar,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,3700000,550,Sector13 Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
404,2700000,416,Sector 20 Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
405,3850000,510,Kharghar,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
406,2850000,305,Kharghar,,0,1,1,1,1,1,1,1,1,1,0,0,1,0
407,12100000,1251,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
408,6800000,989,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
409,6000000,850,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1
410,6850000,989,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
411,5500000,900,Kharghar,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
412,9200000,1500,Sector 21 Kharghar,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
413,5000000,650,Sector 12 Kharghar,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
414,17500000,1750,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
415,9400000,1240,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
416,16500000,1560,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
417,3700000,640,Kharghar,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
418,2700000,350,Sector 21 Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
419,8000000,1050,Kharghar,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1
420,22000000,1770,Kharghar,3,0,1,1,1,1,1,1,1,0,1,0,1,1,1
421,10200000,1230,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
422,3100000,450,Kharghar,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
423,5500000,655,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
424,32799999,780,Santacruz West,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
425,11000000,550,Vivek Vidyalaya Marg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,12000000,510,Goregaon West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,17000000,1270,Goregaon West,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
428,2900000,558,Vasai east,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
429,36100000,1237,Nahur,3,1,1,1,1,0,1,1,0,0,1,1,0,1,1
430,3682000,715,Badlapur West,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
431,11600000,1179,Thane West,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1
432,2100000,495,Thane,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
433,2700000,570,Panvel,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
434,3600000,575,Kalyan,,1,0,1,0,0,0,0,0,0,0,0,0,0,1
435,2865000,675,Badlapur East,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
436,2374000,634,Ambernath West,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
437,5200000,580,Mira Bhayandar,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
438,14000000,1185,Malad West,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
439,62500000,2665,Goregaon West,3,0,1,1,1,0,1,1,1,0,1,1,1,1,1
440,26500000,1305,Malad West,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
441,13000000,995,Malad West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
442,10600000,1014,Malad West,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1
443,11000000,756,Juhu,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
444,3985000,670,Kalyan,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
445,2200000,500,Naigaon East,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
446,2300000,500,Naigaon East,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
447,2650000,673,Ambarnath,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
448,4600000,650,Mira Road East,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
449,5000000,735,Ulwe,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
450,7200000,952,Sector 21 Ulwe,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
451,72000000,1141,Bandra East,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
452,6100000,1150,Dronagiri,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
453,18500000,1250,Nerul,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0
454,4700000,650,Karanjade,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
455,4100000,690,Karanjade,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
456,4000000,670,Karanjade,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
457,4300000,654,Karanjade,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
458,3950000,630,Karanjade,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
459,3850000,635,Karanjade,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
460,22500000,1750,Sanpada,3,1,0,1,1,0,1,0,0,1,1,0,1,1,0
461,17000000,1250,Sanpada,,1,0,1,1,0,1,0,0,1,0,0,1,1,0
462,6000000,687,Sector-18 Ulwe,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
463,11100000,1310,Sector-8 Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
464,3500000,690,Dronagiri,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
465,5200000,1070,Dronagiri,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
466,5800000,540,Ulwe,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
467,6200000,1135,Ulwe,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0
468,27500000,3000,Sector-3 Ulwe,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
469,15500000,1500,Sector-3 Ulwe,3,0,0,1,1,0,1,1,1,1,1,0,0,1,1
470,13799999,1440,Sector-3 Ulwe,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
471,3400000,704,Dronagiri,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
472,3500000,688,Dronagiri,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
473,5200000,667,Sector 17 Ulwe,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0
474,2400000,625,Dronagiri,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
475,4900000,650,Sector 23 Ulwe,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
476,4500000,610,Ulwe,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
477,14500000,1560,Ulwe,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,8200000,1150,Sector 17 Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
479,29500000,2130,Nerul,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1
480,4900000,665,Sector 17 Ulwe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
481,5000000,1155,Dronagiri,2,1,0,1,1,1,1,1,0,0,1,0,1,1,0
482,5300000,1120,Dronagiri,2,1,1,1,1,,1,1,0,0,1,0,1,1,1
483,7000000,1000,Sector 17 Ulwe,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0
484,3588000,690,Sector 23 Ulwe,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
485,3800000,655,Sector 17 Ulwe,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
486,3500000,655,Sector 17 Ulwe,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0
487,3700000,650,ULWE SECTOR 19,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0
488,8500000,1220,Ulwe,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1
489,4900000,700,Ulwe,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
490,5400000,547,Ghodbunder Road,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
491,60100000,1435,Juhu,3,1,1,1,1,0,1,0,0,1,0,0,0,1,1
492,3000000,650,Dronagiri,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
493,3650000,665,Dronagiri,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
494,4200000,690,Dronagiri,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
495,3001000,675,Dronagiri,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
496,6800000,1250,Panvel,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
497,3300000,625,Karanjade,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
498,2850000,530,Karanjade,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
499,2100000,395,Karanjade,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
500,6300000,1090,Karanjade,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
501,6400000,1010,Karanjade,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
502,6000000,1010,Karanjade,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
503,4000000,568,Bhiwandi,2,1,1,1,1,1,1,1,0,1,1,0,0,1,0
504,7500000,1107,Vasai,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0
505,2580000,605,Nala Sopara,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
506,3594000,850,Nala Sopara,2,1,1,1,1,0,1,1,0,1,1,1,0,1,1
507,5760000,778,Vasai,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0
508,6952000,802,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
509,2451000,570,Nala Sopara,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
510,6137000,829,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
511,5600000,710,Mira Road East,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
512,8600000,1227,Bhiwandi,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
513,8100000,1108,Bhiwandi,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
514,8100000,1032,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
515,7500000,985,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
516,6800000,880,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
517,6200000,829,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
518,5600000,802,Bhiwandi,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
519,6000000,709,Nala Sopara,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
520,4100000,534,Nala Sopara,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
521,4800000,965,Nala Sopara,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0
522,3700000,730,Nala Sopara,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
523,4600000,930,Vasai,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0
524,3350000,650,Vasai,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
525,85000000,2350,Dadar East,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
526,6500000,650,Dahisar,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
527,18000000,1462,Ghatkopar,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
528,8500000,676,Ghatkopar,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
529,125000000,2904,Worli,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,80000000,1500,Breach Candy,2,0,0,0,1,,1,0,0,1,0,0,1,0,0
531,28800000,1638,Wadala,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
532,30000000,1701,Wadala,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
533,45100000,2376,Wadala,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
534,39200000,2061,Wadala,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
535,25400000,1431,Wadala,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
536,15200000,1050,Kandivali West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0
537,20000000,1260,Andheri East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
538,29000000,1404,Goregaon East,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1
539,30000000,1200,Malad East,3,1,1,1,0,0,1,1,1,0,1,1,0,1,1
540,46500000,1413,Worli South Mumbai,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
541,33400000,2016,Andheri East,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
542,2035000,574,Asangaon,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
543,8500000,507,Thane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,12500000,1151,Koparkhairane Station Road,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
545,6600000,550,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
546,6900000,565,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
547,6800000,547,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
548,6700000,556,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
549,3000000,950,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
550,4500000,600,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
551,5300000,600,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
552,3000000,600,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
553,4500000,800,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
554,5300000,275,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
555,10500000,1050,Koparkhairane Station Road,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
556,10000000,1155,Koparkhairane Station Road,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
557,16000000,1350,Sector 17 Ulwe,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
558,17000000,1760,Kopar Khairane Sector 19A,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
559,11700000,1650,Koper Khairane,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
560,7500000,725,Koparkhairane Station Road,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
561,23000000,1300,Kanjurmarg,3,0,1,1,1,0,1,0,1,0,0,0,0,1,1
562,3000000,275,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
563,2000000,275,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
564,4500000,1065,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
565,8500000,275,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
566,3000000,530,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
567,8800000,600,Kandivali West,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
568,17000000,1245,Eastern Express Highway Vikhroli,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
569,20700000,1257,Magathane,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
570,18000000,1175,Magathane,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
571,17500000,1053,Magathane,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
572,18500000,1052,Rawal Pada,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
573,3874000,730,Ambernath East,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
574,8500000,650,Dokali Pada,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
575,9600000,650,Magathane,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
576,10800000,650,Magathane,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
577,18500000,1050,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
578,21000000,1250,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
579,15000000,1050,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
580,21000000,1150,Magathane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
581,30000000,1450,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
582,27000000,1550,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
583,22100000,1075,Magathane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
584,18500000,1350,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
585,10500000,650,Magathane,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
586,16500000,1050,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
587,28500000,1350,Dattapada,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
588,28000000,1650,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
589,19000000,1050,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
590,18800000,1350,Rajendra Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
591,27000000,1650,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
592,15000000,950,Dattapada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
593,24000000,1300,Dattapada,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
594,11200000,600,Dattapada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
595,19000000,1165,Magathane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
596,27500000,1357,Magathane,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
597,23000000,1500,Dattapada,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
598,10000000,650,Magathane,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
599,17000000,1050,Magathane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
